Username,Datetime,Tweet,Clean,Tokenization,Lowercase,Normalize,Stopword,Hasil
pacevanuatu,2023-03-29 15:35:00+00:00,"@wandystjk2 🚨🚨🚨

𝐁𝐑𝐄𝐀𝐊𝐈𝐍𝐆: Piala Dunia U-20 2023 telah resmi batal diadakan di Indonesia!

FIFA telah mengumumkan lewat website mereka, FIFA telah menghapus Indonesia sebagai tuan rumah.

Pamit undur diri 🙏💔 https://t.co/q2BcpFUo1P",Piala Dunia  telah resmi batal diadakan di Indonesia FIFA telah mengumumkan lewat website mereka FIFA telah menghapus Indonesia sebagai tuan rumah Pamit undur diri,"['Piala', 'Dunia', 'telah', 'resmi', 'batal', 'diadakan', 'di', 'Indonesia', 'FIFA', 'telah', 'mengumumkan', 'lewat', 'website', 'mereka', 'FIFA', 'telah', 'menghapus', 'Indonesia', 'sebagai', 'tuan', 'rumah', 'Pamit', 'undur', 'diri']",piala dunia telah resmi batal diadakan di indonesia fifa telah mengumumkan lewat website mereka fifa telah menghapus indonesia sebagai tuan rumah pamit undur diri,"['piala', 'dunia', 'telah', 'resmi', 'batal', 'diadakan', 'di', 'indonesia', 'fifa', 'telah', 'mengumumkan', 'lewat', 'website', 'mereka', 'fifa', 'telah', 'menghapus', 'indonesia', 'sebagai', 'tuan', 'rumah', 'pamit', 'undur', 'diri']","['piala', 'dunia', 'resmi', 'batal', 'diadakan', 'indonesia', 'fifa', 'mengumumkan', 'website', 'fifa', 'menghapus', 'indonesia', 'tuan', 'rumah', 'pamit', 'undur']",piala dunia resmi batal diadakan indonesia fifa mengumumkan website fifa menghapus indonesia tuan rumah pamit undur
sTrezz_no,2023-03-29 15:34:57+00:00,"@idextratime lebih kesiapan vanue sih ... FIFA emang tau ya demo yg nolak Israel? serius nanya2 .. gpp batal pildun U-20 Indonesia, Tapi jgn di kasih hukum dr FIFA aja negara kitaa😌",lebih kesiapan vanue sih FIFA emang tau ya demo yg nolak Israel serius nanya gpp batal pildun Indonesia Tapi jgn di kasih hukum dr FIFA aja negara kitaa,"['lebih', 'kesiapan', 'vanue', 'sih', 'FIFA', 'emang', 'tau', 'ya', 'demo', 'yg', 'nolak', 'Israel', 'serius', 'nanya', 'gpp', 'batal', 'pildun', 'Indonesia', 'Tapi', 'jgn', 'di', 'kasih', 'hukum', 'dr', 'FIFA', 'aja', 'negara', 'kitaa']",lebih kesiapan vanue sih fifa emang tau ya demo yg nolak israel serius nanya gpp batal pildun indonesia tapi jgn di kasih hukum dr fifa aja negara kitaa,"['lebih', 'kesiapan', 'vanue', 'sih', 'fifa', 'emang', 'tahu', 'iya', 'demo', 'yang', 'nolak', 'israel', 'serius', 'bertanya', 'tidak', 'apa-apa', 'batal', 'piala', 'dunia', 'indonesia', 'tapi', 'jangan', 'di', 'kasih', 'hukum', 'dr', 'fifa', 'saja', 'negara', 'kitaa']","['kesiapan', 'vanue', 'sih', 'fifa', 'emang', 'iya', 'demo', 'nolak', 'israel', 'serius', 'apa-apa', 'batal', 'piala', 'dunia', 'indonesia', 'kasih', 'hukum', 'dr', 'fifa', 'negara', 'kitaa']",kesiapan vanue sih fifa emang iya demo nolak israel serius apa-apa batal piala dunia indonesia kasih hukum dr fifa negara kitaa
MarahIchsan,2023-03-29 15:34:21+00:00,"""FIFA: Indonesia Batal Jadi Tuan Rumah Piala Dunia U-20 2023""
https://t.co/6dfUJ2unaU",FIFA Indonesia Batal Jadi Tuan Rumah Piala Dunia ,"['FIFA', 'Indonesia', 'Batal', 'Jadi', 'Tuan', 'Rumah', 'Piala', 'Dunia']",fifa indonesia batal jadi tuan rumah piala dunia,"['fifa', 'indonesia', 'batal', 'jadi', 'tuan', 'rumah', 'piala', 'dunia']","['fifa', 'indonesia', 'batal', 'tuan', 'rumah', 'piala', 'dunia']",fifa indonesia batal tuan rumah piala dunia
Bisniscom,2023-03-29 15:33:59+00:00,"Breaking News: FIFA Sebut Indonesia Batal Jadi Tuan Rumah Piala Dunia U-20!!
#Thread https://t.co/dLDUmRbsR2",Breaking News FIFA Sebut Indonesia Batal Jadi Tuan Rumah Piala Dunia Thread,"['Breaking', 'News', 'FIFA', 'Sebut', 'Indonesia', 'Batal', 'Jadi', 'Tuan', 'Rumah', 'Piala', 'Dunia', 'Thread']",breaking news fifa sebut indonesia batal jadi tuan rumah piala dunia thread,"['breaking', 'news', 'fifa', 'sebut', 'indonesia', 'batal', 'jadi', 'tuan', 'rumah', 'piala', 'dunia', 'thread']","['breaking', 'news', 'fifa', 'indonesia', 'batal', 'tuan', 'rumah', 'piala', 'dunia', 'thread']",breaking news fifa indonesia batal tuan rumah piala dunia thread
cianjurtoday_,2023-03-29 15:33:36+00:00,"Sah! Indonesia Batal Jadi Tuan Rumah Piala Dunia U-20, FIFA Akan Sanksi PSSI? https://t.co/ttUWrSLTZq #cianjurtoday",Sah Indonesia Batal Jadi Tuan Rumah Piala Dunia FIFA Akan Sanksi PSSI cianjurtoday,"['Sah', 'Indonesia', 'Batal', 'Jadi', 'Tuan', 'Rumah', 'Piala', 'Dunia', 'FIFA', 'Akan', 'Sanksi', 'PSSI', 'cianjurtoday']",sah indonesia batal jadi tuan rumah piala dunia fifa akan sanksi pssi cianjurtoday,"['sah', 'indonesia', 'batal', 'jadi', 'tuan', 'rumah', 'piala', 'dunia', 'fifa', 'akan', 'sanksi', 'pssi', 'cianjurtoday']","['sah', 'indonesia', 'batal', 'tuan', 'rumah', 'piala', 'dunia', 'fifa', 'sanksi', 'pssi', 'cianjurtoday']",sah indonesia batal tuan rumah piala dunia fifa sanksi pssi cianjurtoday
Dimasjoko12,2023-03-29 15:33:28+00:00,"Indonesia Batal Jadi Tuan Rumah Piala Dunia U-20, Netizen Geger https://t.co/PEh4YajUTg

FIFA mengumumkan keputusan terkait Piala Dunia U-20. FIFA membatalkan Indonesia sebagai tuan rumah. Media sosial pun langsung heboh.",Indonesia Batal Jadi Tuan Rumah Piala Dunia Netizen Geger FIFA mengumumkan keputusan terkait Piala Dunia FIFA membatalkan Indonesia sebagai tuan rumah Media sosial pun langsung heboh,"['Indonesia', 'Batal', 'Jadi', 'Tuan', 'Rumah', 'Piala', 'Dunia', 'Netizen', 'Geger', 'FIFA', 'mengumumkan', 'keputusan', 'terkait', 'Piala', 'Dunia', 'FIFA', 'membatalkan', 'Indonesia', 'sebagai', 'tuan', 'rumah', 'Media', 'sosial', 'pun', 'langsung', 'heboh']",indonesia batal jadi tuan rumah piala dunia netizen geger fifa mengumumkan keputusan terkait piala dunia fifa membatalkan indonesia sebagai tuan rumah media sosial pun langsung heboh,"['indonesia', 'batal', 'jadi', 'tuan', 'rumah', 'piala', 'dunia', 'netizen', 'geger', 'fifa', 'mengumumkan', 'keputusan', 'terkait', 'piala', 'dunia', 'fifa', 'membatalkan', 'indonesia', 'sebagai', 'tuan', 'rumah', 'media', 'sosial', 'pun', 'langsung', 'heboh']","['indonesia', 'batal', 'tuan', 'rumah', 'piala', 'dunia', 'netizen', 'geger', 'fifa', 'mengumumkan', 'keputusan', 'terkait', 'piala', 'dunia', 'fifa', 'membatalkan', 'indonesia', 'tuan', 'rumah', 'media', 'sosial', 'heboh']",indonesia batal tuan rumah piala dunia netizen geger fifa mengumumkan keputusan terkait piala dunia fifa membatalkan indonesia tuan rumah media sosial heboh
SyahidiArifin2,2023-03-29 15:33:05+00:00,"Tinggal nunggu sanksi FIFA. 
RIP sepakbola Indonesia. 
Pembunuhan kepada talenta2 sepak bola negeri ini dan mereka yg hidup dari hiruk pikuk  sepak bola. 
Kejam.... 

Breaking: Indonesia Batal Jadi Tuan Rumah Piala Dunia U-20 2023 https://t.co/Me0lTNBsQw",Tinggal nunggu sanksi FIFA RIP sepakbola Indonesia Pembunuhan kepada talenta sepak bola negeri ini dan mereka yg hidup dari hiruk pikuk sepak bola Kejam Breaking Indonesia Batal Jadi Tuan Rumah Piala Dunia ,"['Tinggal', 'nunggu', 'sanksi', 'FIFA', 'RIP', 'sepakbola', 'Indonesia', 'Pembunuhan', 'kepada', 'talenta', 'sepak', 'bola', 'negeri', 'ini', 'dan', 'mereka', 'yg', 'hidup', 'dari', 'hiruk', 'pikuk', 'sepak', 'bola', 'Kejam', 'Breaking', 'Indonesia', 'Batal', 'Jadi', 'Tuan', 'Rumah', 'Piala', 'Dunia']",tinggal nunggu sanksi fifa rip sepakbola indonesia pembunuhan kepada talenta sepak bola negeri ini dan mereka yg hidup dari hiruk pikuk sepak bola kejam breaking indonesia batal jadi tuan rumah piala dunia,"['tinggal', 'nunggu', 'sanksi', 'fifa', 'rip', 'sepakbola', 'indonesia', 'pembunuhan', 'kepada', 'talenta', 'sepak', 'bola', 'negeri', 'ini', 'dan', 'mereka', 'yang', 'hidup', 'dari', 'hiruk', 'pikuk', 'sepak', 'bola', 'kejam', 'breaking', 'indonesia', 'batal', 'jadi', 'tuan', 'rumah', 'piala', 'dunia']","['tinggal', 'nunggu', 'sanksi', 'fifa', 'rip', 'sepakbola', 'indonesia', 'pembunuhan', 'talenta', 'sepak', 'bola', 'negeri', 'hidup', 'hiruk', 'pikuk', 'sepak', 'bola', 'kejam', 'breaking', 'indonesia', 'batal', 'tuan', 'rumah', 'piala', 'dunia']",tinggal nunggu sanksi fifa rip sepakbola indonesia pembunuhan talenta sepak bola negeri hidup hiruk pikuk sepak bola kejam breaking indonesia batal tuan rumah piala dunia
Bolanet,2023-03-29 15:33:03+00:00,RESMI! FIFA Batal Gelar Piala Dunia U-20 2023 di Indonesia https://t.co/PAiXUuEc2y,RESMI FIFA Batal Gelar Piala Dunia  di Indonesia,"['RESMI', 'FIFA', 'Batal', 'Gelar', 'Piala', 'Dunia', 'di', 'Indonesia']",resmi fifa batal gelar piala dunia di indonesia,"['resmi', 'fifa', 'batal', 'gelar', 'piala', 'dunia', 'di', 'indonesia']","['resmi', 'fifa', 'batal', 'gelar', 'piala', 'dunia', 'indonesia']",resmi fifa batal gelar piala dunia indonesia
CNNIndonesia,2023-03-29 15:32:45+00:00,FIFA Ungkap Potensi Sanksi Usai Piala Dunia U-20 Batal di Indonesia https://t.co/y60Ylf0Oms,FIFA Ungkap Potensi Sanksi Usai Piala Dunia Batal di Indonesia,"['FIFA', 'Ungkap', 'Potensi', 'Sanksi', 'Usai', 'Piala', 'Dunia', 'Batal', 'di', 'Indonesia']",fifa ungkap potensi sanksi usai piala dunia batal di indonesia,"['fifa', 'ungkap', 'potensi', 'sanksi', 'usai', 'piala', 'dunia', 'batal', 'di', 'indonesia']","['fifa', 'potensi', 'sanksi', 'piala', 'dunia', 'batal', 'indonesia']",fifa potensi sanksi piala dunia batal indonesia
MarahIchsan,2023-03-29 15:32:36+00:00,"Akhirya...

FIFA: Indonesia Batal Jadi Tuan Rumah Piala Dunia U-20 2023

""FIFA: Indonesia Batal Jadi Tuan Rumah Piala Dunia U-20 2023""
https://t.co/6dfUJ2unaU",Akhirya FIFA Indonesia Batal Jadi Tuan Rumah Piala Dunia  FIFA Indonesia Batal Jadi Tuan Rumah Piala Dunia ,"['Akhirya', 'FIFA', 'Indonesia', 'Batal', 'Jadi', 'Tuan', 'Rumah', 'Piala', 'Dunia', 'FIFA', 'Indonesia', 'Batal', 'Jadi', 'Tuan', 'Rumah', 'Piala', 'Dunia']",akhirya fifa indonesia batal jadi tuan rumah piala dunia fifa indonesia batal jadi tuan rumah piala dunia,"['akhirya', 'fifa', 'indonesia', 'batal', 'jadi', 'tuan', 'rumah', 'piala', 'dunia', 'fifa', 'indonesia', 'batal', 'jadi', 'tuan', 'rumah', 'piala', 'dunia']","['akhirya', 'fifa', 'indonesia', 'batal', 'tuan', 'rumah', 'piala', 'dunia', 'fifa', 'indonesia', 'batal', 'tuan', 'rumah', 'piala', 'dunia']",akhirya fifa indonesia batal tuan rumah piala dunia fifa indonesia batal tuan rumah piala dunia
fajaronline,2023-03-29 15:32:34+00:00,"Pernyataan Resmi FIFA, Indonesia Batal Jadi Tuan Rumah Piala Dunia U-20 https://t.co/SAbYaSn7bn #FIFA #Indonesia #PialaDuniaU-20Batal #TuanRumahPialaDunia",Pernyataan Resmi FIFA Indonesia Batal Jadi Tuan Rumah Piala Dunia FIFA Indonesia PialaDuniaBatal TuanRumahPialaDunia,"['Pernyataan', 'Resmi', 'FIFA', 'Indonesia', 'Batal', 'Jadi', 'Tuan', 'Rumah', 'Piala', 'Dunia', 'FIFA', 'Indonesia', 'PialaDuniaBatal', 'TuanRumahPialaDunia']",pernyataan resmi fifa indonesia batal jadi tuan rumah piala dunia fifa indonesia pialaduniabatal tuanrumahpialadunia,"['pernyataan', 'resmi', 'fifa', 'indonesia', 'batal', 'jadi', 'tuan', 'rumah', 'piala', 'dunia', 'fifa', 'indonesia', 'pialaduniabatal', 'tuanrumahpialadunia']","['pernyataan', 'resmi', 'fifa', 'indonesia', 'batal', 'tuan', 'rumah', 'piala', 'dunia', 'fifa', 'indonesia', 'pialaduniabatal', 'tuanrumahpialadunia']",pernyataan resmi fifa indonesia batal tuan rumah piala dunia fifa indonesia pialaduniabatal tuanrumahpialadunia
C4kDeep_,2023-03-29 15:32:26+00:00,"BREAKING NEWS: Indonesia Batal Jadi Tuan Rumah Piala Dunia U-20 
FIFA telah memutuskan, karena keadaan saat ini, untuk menghapus Indonesia sebagai tuan rumah FIFA U-20 World Cup 2023
https://t.co/dBJZIb82Lm",BREAKING NEWS Indonesia Batal Jadi Tuan Rumah Piala Dunia FIFA telah memutuskan karena keadaan saat ini untuk menghapus Indonesia sebagai tuan rumah FIFA World Cup ,"['BREAKING', 'NEWS', 'Indonesia', 'Batal', 'Jadi', 'Tuan', 'Rumah', 'Piala', 'Dunia', 'FIFA', 'telah', 'memutuskan', 'karena', 'keadaan', 'saat', 'ini', 'untuk', 'menghapus', 'Indonesia', 'sebagai', 'tuan', 'rumah', 'FIFA', 'World', 'Cup']",breaking news indonesia batal jadi tuan rumah piala dunia fifa telah memutuskan karena keadaan saat ini untuk menghapus indonesia sebagai tuan rumah fifa world cup,"['breaking', 'news', 'indonesia', 'batal', 'jadi', 'tuan', 'rumah', 'piala', 'dunia', 'fifa', 'telah', 'memutuskan', 'karena', 'keadaan', 'saat', 'ini', 'untuk', 'menghapus', 'indonesia', 'sebagai', 'tuan', 'rumah', 'fifa', 'world', 'cup']","['breaking', 'news', 'indonesia', 'batal', 'tuan', 'rumah', 'piala', 'dunia', 'fifa', 'memutuskan', 'menghapus', 'indonesia', 'tuan', 'rumah', 'fifa', 'world', 'cup']",breaking news indonesia batal tuan rumah piala dunia fifa memutuskan menghapus indonesia tuan rumah fifa world cup
