Username,Datetime,Tweet,Clean,Normalize,Lowercase,Stopword,Hasil
sikumbang_u,2023-02-27 13:01:54+00:00,"#IndonesiaSiapU20
 Dengan terpilihnya Indonesia sebagai Tuan Rumah Piala Dunia U-20, Indonesia patut berbangga https://t.co/1ehQ5D0wc4",IndonesiaSiap Dengan terpilihnya Indonesia sebagai Tuan Rumah Piala Dunia Indonesia patut berbangga,"['IndonesiaSiap', 'Dengan', 'terpilihnya', 'Indonesia', 'sebagai', 'Tuan', 'Rumah', 'Piala', 'Dunia', 'Indonesia', 'patut', 'berbangga']","['indonesiasiap', 'dengan', 'terpilihnya', 'indonesia', 'sebagai', 'tuan', 'rumah', 'piala', 'dunia', 'indonesia', 'patut', 'berbangga']","['indonesiasiap', 'terpilihnya', 'indonesia', 'tuan', 'rumah', 'piala', 'indonesia', 'patut', 'berbangga']",indonesiasiap terpilihnya indonesia tuan rumah piala indonesia patut berbangga
ginnagin44,2023-02-27 13:01:54+00:00,"#IndonesiaSiapU20
Tuan Rumah 6 Stadion Akan digunakan Piala Dunia U-20 👍 https://t.co/kxUCCGpkuI",IndonesiaSiap Tuan Rumah  Stadion Akan digunakan Piala Dunia,"['IndonesiaSiap', 'Tuan', 'Rumah', 'Stadion', 'Akan', 'digunakan', 'Piala', 'Dunia']","['indonesiasiap', 'tuan', 'rumah', 'stadion', 'akan', 'digunakan', 'piala', 'dunia']","['indonesiasiap', 'tuan', 'rumah', 'stadion', 'piala']",indonesiasiap tuan rumah stadion piala
ivoniezahra,2023-02-27 13:01:43+00:00,"Guys, udah pada tahu belum nih kalau FIFA resmi meluncurkan logo piala dunia U-20? Lambangnya keren loh, di dominasi warna metah, putih sama biru dalam bentuk trofi. Indonesia bakal jadi Tuan Rumah nih #IndonesiaSiapU20 https://t.co/PeYJHnEvf3",Guys udah pada tahu belum nih kalau FIFA resmi meluncurkan logo piala dunia Lambangnya keren loh di dominasi warna metah putih sama biru dalam bentuk trofi Indonesia bakal jadi Tuan Rumah nih IndonesiaSiap,"['Guys', 'sudah', 'pada', 'tahu', 'belum', 'ini', 'kalau', 'FIFA', 'resmi', 'meluncurkan', 'logo', 'piala', 'dunia', 'Lambangnya', 'keren', 'loh', 'di', 'dominasi', 'warna', 'metah', 'putih', 'sama', 'biru', 'dalam', 'bentuk', 'trofi', 'Indonesia', 'bakal', 'jadi', 'Tuan', 'Rumah', 'ini', 'IndonesiaSiap']","['guys', 'sudah', 'pada', 'tahu', 'belum', 'ini', 'kalau', 'fifa', 'resmi', 'meluncurkan', 'logo', 'piala', 'dunia', 'lambangnya', 'keren', 'loh', 'di', 'dominasi', 'warna', 'metah', 'putih', 'sama', 'biru', 'dalam', 'bentuk', 'trofi', 'indonesia', 'bakal', 'jadi', 'tuan', 'rumah', 'ini', 'indonesiasiap']","['fifa', 'resmi', 'meluncurkan', 'logo', 'piala', 'lambangnya', 'keren', 'loh', 'dominasi', 'warna', 'metah', 'putih', 'biru', 'bentuk', 'trofi', 'indonesia', 'tuan', 'rumah', 'indonesiasiap']",fifa resmi meluncurkan logo piala lambangnya keren loh dominasi warna metah putih biru bentuk trofi indonesia tuan rumah indonesiasiap
Susansiti96,2023-02-27 13:01:43+00:00,"Siapa nih yang suka nonton bola? Kalau aku suka ngikutin gitu aja karena suamiku suka kli nntn bola, makanya kadang suka ikut nonton bola bersama juga. Apalgi nih Indonesia mnjdi Tuan Rumah Piala Dunia U-20 pasti pd ramai bgt.  #IndonesiaSiapU20",Siapa nih yang suka nonton bola Kalau aku suka ngikutin gitu aja karena suamiku suka kli nntn bola makanya kadang suka ikut nonton bola bersama juga Apalgi nih Indonesia mnjdi Tuan Rumah Piala Dunia pasti pd ramai bgt IndonesiaSiap,"['Siapa', 'ini', 'yang', 'suka', 'nonton', 'bola', 'Kalau', 'aku', 'suka', 'ngikutin', 'gitu', 'saja', 'karena', 'suamiku', 'suka', 'kli', 'nonton', 'bola', 'makanya', 'kadang', 'suka', 'ikut', 'nonton', 'bola', 'bersama', 'juga', 'Apalgi', 'ini', 'Indonesia', 'mnjdi', 'Tuan', 'Rumah', 'Piala', 'Dunia', 'pasti', 'pada', 'ramai', 'banget', 'IndonesiaSiap']","['siapa', 'ini', 'yang', 'suka', 'nonton', 'bola', 'kalau', 'aku', 'suka', 'ngikutin', 'gitu', 'saja', 'karena', 'suamiku', 'suka', 'kli', 'nonton', 'bola', 'makanya', 'kadang', 'suka', 'ikut', 'nonton', 'bola', 'bersama', 'juga', 'apalgi', 'ini', 'indonesia', 'mnjdi', 'tuan', 'rumah', 'piala', 'dunia', 'pasti', 'pada', 'ramai', 'banget', 'indonesiasiap']","['suka', 'nonton', 'bola', 'suka', 'ngikutin', 'gitu', 'suamiku', 'suka', 'kli', 'nonton', 'bola', 'kadang', 'suka', 'nonton', 'bola', 'apalgi', 'indonesia', 'mnjdi', 'tuan', 'rumah', 'piala', 'ramai', 'banget', 'indonesiasiap']",suka nonton bola suka ngikutin gitu suamiku suka kli nonton bola kadang suka nonton bola apalgi indonesia mnjdi tuan rumah piala ramai banget indonesiasiap
salmanbiroe,2023-02-27 13:01:41+00:00,"Tahu nggak sih kalau Indonesia ini menjadi Tuan Rumah Piala Dunia U 20 di 6 kota di Indonesia.

#IndonesiaSiapU20 https://t.co/2ZVCDVotpX",Tahu nggak sih kalau Indonesia ini menjadi Tuan Rumah Piala Dunia U  di  kota di Indonesia IndonesiaSiap,"['Tahu', 'tidak', 'sih', 'kalau', 'Indonesia', 'ini', 'menjadi', 'Tuan', 'Rumah', 'Piala', 'Dunia', 'U', 'di', 'kota', 'di', 'Indonesia', 'IndonesiaSiap']","['tahu', 'tidak', 'sih', 'kalau', 'indonesia', 'ini', 'menjadi', 'tuan', 'rumah', 'piala', 'dunia', 'u', 'di', 'kota', 'di', 'indonesia', 'indonesiasiap']","['indonesia', 'tuan', 'rumah', 'piala', 'kota', 'indonesia', 'indonesiasiap']",indonesia tuan rumah piala kota indonesia indonesiasiap
jizz62,2023-02-27 13:01:37+00:00,"Ini dia beberapa stadion yang nantinya akan menggelar Piala Dunia U-20 dan sebagai tuan rumah yang telah terpilih akan memastikan kelayakan stadion-stadionnya
#IndonesiaSiapU20 https://t.co/KsLhE728GE",Ini dia beberapa stadion yang nantinya akan menggelar Piala Dunia dan sebagai tuan rumah yang telah terpilih akan memastikan kelayakan stadion stadionnya IndonesiaSiap,"['Ini', 'dia', 'beberapa', 'stadion', 'yang', 'nantinya', 'akan', 'menggelar', 'Piala', 'Dunia', 'dan', 'sebagai', 'tuan', 'rumah', 'yang', 'telah', 'terpilih', 'akan', 'memastikan', 'kelayakan', 'stadion', 'stadionnya', 'IndonesiaSiap']","['ini', 'dia', 'beberapa', 'stadion', 'yang', 'nantinya', 'akan', 'menggelar', 'piala', 'dunia', 'dan', 'sebagai', 'tuan', 'rumah', 'yang', 'telah', 'terpilih', 'akan', 'memastikan', 'kelayakan', 'stadion', 'stadionnya', 'indonesiasiap']","['stadion', 'menggelar', 'piala', 'tuan', 'rumah', 'terpilih', 'kelayakan', 'stadion', 'stadionnya', 'indonesiasiap']",stadion menggelar piala tuan rumah terpilih kelayakan stadion stadionnya indonesiasiap
pop0yyi,2023-02-27 13:01:34+00:00,"Ada enam stadion yang telah mendapat persetujuan FIFA untuk menjadi lokasi Piala Dunia U-20.

#IndonesiaSiapU20
Tuan Rumah
Teja https://t.co/R3Cw75q6w6",Ada enam stadion yang telah mendapat persetujuan FIFA untuk menjadi lokasi Piala Dunia IndonesiaSiap Tuan Rumah Teja,"['Ada', 'enam', 'stadion', 'yang', 'telah', 'mendapat', 'persetujuan', 'FIFA', 'untuk', 'menjadi', 'lokasi', 'Piala', 'Dunia', 'IndonesiaSiap', 'Tuan', 'Rumah', 'Teja']","['ada', 'enam', 'stadion', 'yang', 'telah', 'mendapat', 'persetujuan', 'fifa', 'untuk', 'menjadi', 'lokasi', 'piala', 'dunia', 'indonesiasiap', 'tuan', 'rumah', 'teja']","['enam', 'stadion', 'persetujuan', 'fifa', 'lokasi', 'piala', 'indonesiasiap', 'tuan', 'rumah', 'teja']",enam stadion persetujuan fifa lokasi piala indonesiasiap tuan rumah teja
Hanadiaa_,2023-02-27 13:01:30+00:00,"Catat Tanggalnya Geas! Piala Dunia U-20  , 20 Mei 2023. 

#IndonesiaSiapU20
Tuan Rumah Piala Dunia U-20 https://t.co/bfs7rSFh55",Catat Tanggalnya Geas Piala Dunia  Mei  IndonesiaSiap Tuan Rumah Piala Dunia,"['Catat', 'Tanggalnya', 'Geas', 'Piala', 'Dunia', 'Mei', 'IndonesiaSiap', 'Tuan', 'Rumah', 'Piala', 'Dunia']","['catat', 'tanggalnya', 'geas', 'piala', 'dunia', 'mei', 'indonesiasiap', 'tuan', 'rumah', 'piala', 'dunia']","['catat', 'tanggalnya', 'geas', 'piala', 'mei', 'indonesiasiap', 'tuan', 'rumah', 'piala']",catat tanggalnya geas piala mei indonesiasiap tuan rumah piala
IstanArina_Blog,2023-02-27 13:01:23+00:00,"Piala Dunia U-20 FIFA, sebelum 2005 disebut Piala Dunia Pemuda FIFA adl kejuaraan sepak bola resmi yg diadakan FIFA setiap 2 tahun sekali. Kejuaraan ini diikuti oleh negara yg mengirimkan tim nasional sepak bola di kelompok umur di bawah 20 tahun.
#IndonesiaSiapU20 Tuan Rumah https://t.co/LFQu5Lg8Gl",Piala Dunia FIFA sebelum  disebut Piala Dunia Pemuda FIFA adl kejuaraan sepak bola resmi yg diadakan FIFA setiap  tahun sekali Kejuaraan ini diikuti oleh negara yg mengirimkan tim nasional sepak bola di kelompok umur di bawah  tahun IndonesiaSiap Tuan Rumah,"['Piala', 'Dunia', 'FIFA', 'sebelum', 'disebut', 'Piala', 'Dunia', 'Pemuda', 'FIFA', 'adl', 'kejuaraan', 'sepak', 'bola', 'resmi', 'yang', 'diadakan', 'FIFA', 'setiap', 'tahun', 'sekali', 'Kejuaraan', 'ini', 'diikuti', 'oleh', 'negara', 'yang', 'mengirimkan', 'tim', 'nasional', 'sepak', 'bola', 'di', 'kelompok', 'umur', 'di', 'bawah', 'tahun', 'IndonesiaSiap', 'Tuan', 'Rumah']","['piala', 'dunia', 'fifa', 'sebelum', 'disebut', 'piala', 'dunia', 'pemuda', 'fifa', 'adl', 'kejuaraan', 'sepak', 'bola', 'resmi', 'yang', 'diadakan', 'fifa', 'setiap', 'tahun', 'sekali', 'kejuaraan', 'ini', 'diikuti', 'oleh', 'negara', 'yang', 'mengirimkan', 'tim', 'nasional', 'sepak', 'bola', 'di', 'kelompok', 'umur', 'di', 'bawah', 'tahun', 'indonesiasiap', 'tuan', 'rumah']","['piala', 'fifa', 'piala', 'pemuda', 'fifa', 'adl', 'kejuaraan', 'sepak', 'bola', 'resmi', 'diadakan', 'fifa', 'tahun', 'kejuaraan', 'diikuti', 'negara', 'mengirimkan', 'tim', 'nasional', 'sepak', 'bola', 'kelompok', 'umur', 'tahun', 'indonesiasiap', 'tuan', 'rumah']",piala fifa piala pemuda fifa adl kejuaraan sepak bola resmi diadakan fifa tahun kejuaraan diikuti negara mengirimkan tim nasional sepak bola kelompok umur tahun indonesiasiap tuan rumah
pop0yyi,2023-02-27 13:01:13+00:00,"Menteri Pemuda dan Olahraga Zainudin Amali, Indonesia siap menjadi tuan rumah Piala Dunia U-20.

#IndonesiaSiapU20
Tuan Rumah
Senin https://t.co/FEHlkqUZgf",Menteri Pemuda dan Olahraga Zainudin Amali Indonesia siap menjadi tuan rumah Piala Dunia IndonesiaSiap Tuan Rumah Senin,"['Menteri', 'Pemuda', 'dan', 'Olahraga', 'Zainudin', 'Amali', 'Indonesia', 'siap', 'menjadi', 'tuan', 'rumah', 'Piala', 'Dunia', 'IndonesiaSiap', 'Tuan', 'Rumah', 'Senin']","['menteri', 'pemuda', 'dan', 'olahraga', 'zainudin', 'amali', 'indonesia', 'siap', 'menjadi', 'tuan', 'rumah', 'piala', 'dunia', 'indonesiasiap', 'tuan', 'rumah', 'senin']","['menteri', 'pemuda', 'olahraga', 'zainudin', 'amali', 'indonesia', 'tuan', 'rumah', 'piala', 'indonesiasiap', 'tuan', 'rumah', 'senin']",menteri pemuda olahraga zainudin amali indonesia tuan rumah piala indonesiasiap tuan rumah senin
jizz62,2023-02-27 13:01:10+00:00,"Pasti pada penasarankan stadion mana yang akan menggelar pertandingannya? Sebagai tuan rumah tentunya sudah dipersiapkan beberapa stadion yg akan menggelar pertandingan Piala Dunia U-20 
#IndonesiaSiapU20",Pasti pada penasarankan stadion mana yang akan menggelar pertandingannya Sebagai tuan rumah tentunya sudah dipersiapkan beberapa stadion yg akan menggelar pertandingan Piala Dunia IndonesiaSiap,"['Pasti', 'pada', 'penasarankan', 'stadion', 'mana', 'yang', 'akan', 'menggelar', 'pertandingannya', 'Sebagai', 'tuan', 'rumah', 'tentunya', 'sudah', 'dipersiapkan', 'beberapa', 'stadion', 'yang', 'akan', 'menggelar', 'pertandingan', 'Piala', 'Dunia', 'IndonesiaSiap']","['pasti', 'pada', 'penasarankan', 'stadion', 'mana', 'yang', 'akan', 'menggelar', 'pertandingannya', 'sebagai', 'tuan', 'rumah', 'tentunya', 'sudah', 'dipersiapkan', 'beberapa', 'stadion', 'yang', 'akan', 'menggelar', 'pertandingan', 'piala', 'dunia', 'indonesiasiap']","['penasarankan', 'stadion', 'menggelar', 'pertandingannya', 'tuan', 'rumah', 'dipersiapkan', 'stadion', 'menggelar', 'pertandingan', 'piala', 'indonesiasiap']",penasarankan stadion menggelar pertandingannya tuan rumah dipersiapkan stadion menggelar pertandingan piala indonesiasiap
yaayaapuu,2023-02-27 13:01:03+00:00,"Grup ajang piala dunia u-20 di tahun 2023 akan diadakan di Bali tanggal 31 Maret Indonesia siap
 Tuan Rumah
#IndonesiaSiapU20 https://t.co/pUTh48MylY",Grup ajang piala dunia u  di tahun  akan diadakan di Bali tanggal  Maret Indonesia siap Tuan Rumah IndonesiaSiap,"['Grup', 'ajang', 'piala', 'dunia', 'kamu', 'di', 'tahun', 'akan', 'diadakan', 'di', 'Bali', 'tanggal', 'Maret', 'Indonesia', 'siap', 'Tuan', 'Rumah', 'IndonesiaSiap']","['grup', 'ajang', 'piala', 'dunia', 'kamu', 'di', 'tahun', 'akan', 'diadakan', 'di', 'bali', 'tanggal', 'maret', 'indonesia', 'siap', 'tuan', 'rumah', 'indonesiasiap']","['grup', 'ajang', 'piala', 'tahun', 'diadakan', 'bali', 'tanggal', 'maret', 'indonesia', 'tuan', 'rumah', 'indonesiasiap']",grup ajang piala tahun diadakan bali tanggal maret indonesia tuan rumah indonesiasiap
widisaja89,2023-02-27 13:01:00+00:00,"Bangga banget ya... Piala Dunia U-20 2023 diselenggarakan di Indonesia. Pemerintah melakukan kerjasama dengan semua pihak agar acara berjalan lancar. Yuk, dukung!
#IndonesiaSiapU20
Tuan Rumah https://t.co/tKnlMhkJBc",Bangga banget ya Piala Dunia  diselenggarakan di Indonesia Pemerintah melakukan kerjasama dengan semua pihak agar acara berjalan lancar Yuk dukung IndonesiaSiap Tuan Rumah,"['Bangga', 'banget', 'iya', 'Piala', 'Dunia', 'diselenggarakan', 'di', 'Indonesia', 'Pemerintah', 'melakukan', 'kerjasama', 'dengan', 'semua', 'pihak', 'agar', 'acara', 'berjalan', 'lancar', 'Yuk', 'dukung', 'IndonesiaSiap', 'Tuan', 'Rumah']","['bangga', 'banget', 'iya', 'piala', 'dunia', 'diselenggarakan', 'di', 'indonesia', 'pemerintah', 'melakukan', 'kerjasama', 'dengan', 'semua', 'pihak', 'agar', 'acara', 'berjalan', 'lancar', 'yuk', 'dukung', 'indonesiasiap', 'tuan', 'rumah']","['bangga', 'banget', 'piala', 'diselenggarakan', 'indonesia', 'pemerintah', 'kerjasama', 'acara', 'berjalan', 'lancar', 'yuk', 'dukung', 'indonesiasiap', 'tuan', 'rumah']",bangga banget piala diselenggarakan indonesia pemerintah kerjasama acara berjalan lancar yuk dukung indonesiasiap tuan rumah
ginnagin44,2023-02-27 13:00:45+00:00,"#IndonesiaSiapU20
Tuan Rumah Piala Dunia U-20 
Indonesia Bekerja sama dengan FIFA https://t.co/1U91b3ZZo4",IndonesiaSiap Tuan Rumah Piala Dunia Indonesia Bekerja sama dengan FIFA,"['IndonesiaSiap', 'Tuan', 'Rumah', 'Piala', 'Dunia', 'Indonesia', 'Bekerja', 'sama', 'dengan', 'FIFA']","['indonesiasiap', 'tuan', 'rumah', 'piala', 'dunia', 'indonesia', 'bekerja', 'sama', 'dengan', 'fifa']","['indonesiasiap', 'tuan', 'rumah', 'piala', 'indonesia', 'fifa']",indonesiasiap tuan rumah piala indonesia fifa
Revenge00810455,2023-02-27 13:00:43+00:00,"Kemeriahan Piala Dunia U-20 2023 Indonesia diyakini bakal memberikan dampak positif terhadap perekonomian Indonesia.

#IndonesiaSiapU20
Tuan Rumah
Jerome https://t.co/87DYqsh90V",Kemeriahan Piala Dunia  Indonesia diyakini bakal memberikan dampak positif terhadap perekonomian Indonesia IndonesiaSiap Tuan Rumah Jerome,"['Kemeriahan', 'Piala', 'Dunia', 'Indonesia', 'diyakini', 'bakal', 'memberikan', 'dampak', 'positif', 'terhadap', 'perekonomian', 'Indonesia', 'IndonesiaSiap', 'Tuan', 'Rumah', 'Jerome']","['kemeriahan', 'piala', 'dunia', 'indonesia', 'diyakini', 'bakal', 'memberikan', 'dampak', 'positif', 'terhadap', 'perekonomian', 'indonesia', 'indonesiasiap', 'tuan', 'rumah', 'jerome']","['kemeriahan', 'piala', 'indonesia', 'diyakini', 'dampak', 'positif', 'perekonomian', 'indonesia', 'indonesiasiap', 'tuan', 'rumah', 'jerome']",kemeriahan piala indonesia diyakini dampak positif perekonomian indonesia indonesiasiap tuan rumah jerome
jizz62,2023-02-27 13:00:39+00:00,"Ada yang ngikutin bolakah? Kayaknya belum lama Messi jadi juara Piala Dunia, terus saat ini mau diadakan lagi. kok bisa?

Tenang guys, saat ini yang digelar Piala Dunia U-20 &amp; Indonesia siap jadi tuan rumah tentunya, jadi gak sabar nih buat support Timnas kita
#IndonesiaSiapU20",Ada yang ngikutin bolakah Kayaknya belum lama Messi jadi juara Piala Dunia terus saat ini mau diadakan lagi kok bisa Tenang guys saat ini yang digelar Piala Dunia amp Indonesia siap jadi tuan rumah tentunya jadi gak sabar nih buat support Timnas kita IndonesiaSiap,"['Ada', 'yang', 'ngikutin', 'bolakah', 'Kayaknya', 'belum', 'lama', 'Messi', 'jadi', 'juara', 'Piala', 'Dunia', 'terus', 'saat', 'ini', 'mau', 'diadakan', 'lagi', 'kok', 'bisa', 'Tenang', 'teman-teman', 'saat', 'ini', 'yang', 'digelar', 'Piala', 'Dunia', 'amp', 'Indonesia', 'siap', 'jadi', 'tuan', 'rumah', 'tentunya', 'jadi', 'gak', 'sabar', 'ini', 'buat', 'support', 'Timnas', 'kita', 'IndonesiaSiap']","['ada', 'yang', 'ngikutin', 'bolakah', 'kayaknya', 'belum', 'lama', 'messi', 'jadi', 'juara', 'piala', 'dunia', 'terus', 'saat', 'ini', 'mau', 'diadakan', 'lagi', 'kok', 'bisa', 'tenang', 'teman-teman', 'saat', 'ini', 'yang', 'digelar', 'piala', 'dunia', 'amp', 'indonesia', 'siap', 'jadi', 'tuan', 'rumah', 'tentunya', 'jadi', 'gak', 'sabar', 'ini', 'buat', 'support', 'timnas', 'kita', 'indonesiasiap']","['ngikutin', 'bolakah', 'kayaknya', 'messi', 'juara', 'piala', 'diadakan', 'tenang', 'teman-teman', 'digelar', 'piala', 'amp', 'indonesia', 'tuan', 'rumah', 'gak', 'sabar', 'support', 'timnas', 'indonesiasiap']",ngikutin bolakah kayaknya messi juara piala diadakan tenang teman-teman digelar piala amp indonesia tuan rumah gak sabar support timnas indonesiasiap
Revenge00810455,2023-02-27 13:00:36+00:00,"BACUYA ATAU BADAK BERCULA CAHAYA MERUPAKAN MASKOT RESMI PIALA DUNIA U-20.

#IndonesiaSiapU20
Tuan Rumah
Senin https://t.co/eA7aErnQhJ",BACUYA ATAU BADAK BERCULA CAHAYA MERUPAKAN MASKOT RESMI PIALA DUNIA IndonesiaSiap Tuan Rumah Senin,"['BACUYA', 'ATAU', 'BADAK', 'BERCULA', 'CAHAYA', 'MERUPAKAN', 'MASKOT', 'RESMI', 'PIALA', 'DUNIA', 'IndonesiaSiap', 'Tuan', 'Rumah', 'Senin']","['bacuya', 'atau', 'badak', 'bercula', 'cahaya', 'merupakan', 'maskot', 'resmi', 'piala', 'dunia', 'indonesiasiap', 'tuan', 'rumah', 'senin']","['bacuya', 'badak', 'bercula', 'cahaya', 'maskot', 'resmi', 'piala', 'indonesiasiap', 'tuan', 'rumah', 'senin']",bacuya badak bercula cahaya maskot resmi piala indonesiasiap tuan rumah senin
Revenge00810455,2023-02-27 13:00:29+00:00,"PIALA DUNIA U-20 AKAN DIGELAR 20 MEI - 11 JUNI 2023 DI 6 STADION TERBAIK INDONESIA.

#IndonesiaSiapU20
Tuan Rumah
Jerome https://t.co/WfakL89oLA",PIALA DUNIA AKAN DIGELAR  MEI  JUNI  DI  STADION TERBAIK INDONESIA IndonesiaSiap Tuan Rumah Jerome,"['PIALA', 'DUNIA', 'AKAN', 'DIGELAR', 'MEI', 'JUNI', 'DI', 'STADION', 'TERBAIK', 'INDONESIA', 'IndonesiaSiap', 'Tuan', 'Rumah', 'Jerome']","['piala', 'dunia', 'akan', 'digelar', 'mei', 'juni', 'di', 'stadion', 'terbaik', 'indonesia', 'indonesiasiap', 'tuan', 'rumah', 'jerome']","['piala', 'digelar', 'mei', 'juni', 'stadion', 'terbaik', 'indonesia', 'indonesiasiap', 'tuan', 'rumah', 'jerome']",piala digelar mei juni stadion terbaik indonesia indonesiasiap tuan rumah jerome
Hanadiaa_,2023-02-27 13:00:26+00:00,"Ada Upacara Pembukaan dan Penutupan Piala Dunia U-20 

#IndonesiaSiapU20
Tuan Rumah https://t.co/a1Ijy348ZT",Ada Upacara Pembukaan dan Penutupan Piala Dunia IndonesiaSiap Tuan Rumah,"['Ada', 'Upacara', 'Pembukaan', 'dan', 'Penutupan', 'Piala', 'Dunia', 'IndonesiaSiap', 'Tuan', 'Rumah']","['ada', 'upacara', 'pembukaan', 'dan', 'penutupan', 'piala', 'dunia', 'indonesiasiap', 'tuan', 'rumah']","['upacara', 'pembukaan', 'penutupan', 'piala', 'indonesiasiap', 'tuan', 'rumah']",upacara pembukaan penutupan piala indonesiasiap tuan rumah
yuliastuti8721,2023-02-27 13:00:25+00:00,"Piala dunia U-20 bakal digelar mulai tanggal 20 Mei di 6 kota 😍
Kamu pilih ke kota mana nih tuk nonton langsung bestie?
Klo akoh pengen ke Solo, sudah lama banget gak nonton bola di Stadion Manahan
Bangga pokoke negera kita jadi tuan rumah

#IndonesiaSiapU20 https://t.co/gpoYZozuin",Piala dunia bakal digelar mulai tanggal  Mei di  kota Kamu pilih ke kota mana nih tuk nonton langsung bestie Klo akoh pengen ke Solo sudah lama banget gak nonton bola di Stadion Manahan Bangga pokoke negera kita jadi tuan rumah IndonesiaSiap,"['Piala', 'dunia', 'bakal', 'digelar', 'mulai', 'tanggal', 'Mei', 'di', 'kota', 'Kamu', 'pilih', 'ke', 'kota', 'mana', 'ini', 'tuk', 'nonton', 'langsung', 'bestie', 'Klo', 'akoh', 'pengen', 'ke', 'Solo', 'sudah', 'lama', 'banget', 'gak', 'nonton', 'bola', 'di', 'Stadion', 'Manahan', 'Bangga', 'pokoke', 'negera', 'kita', 'jadi', 'tuan', 'rumah', 'IndonesiaSiap']","['piala', 'dunia', 'bakal', 'digelar', 'mulai', 'tanggal', 'mei', 'di', 'kota', 'kamu', 'pilih', 'ke', 'kota', 'mana', 'ini', 'tuk', 'nonton', 'langsung', 'bestie', 'klo', 'akoh', 'pengen', 'ke', 'solo', 'sudah', 'lama', 'banget', 'gak', 'nonton', 'bola', 'di', 'stadion', 'manahan', 'bangga', 'pokoke', 'negera', 'kita', 'jadi', 'tuan', 'rumah', 'indonesiasiap']","['piala', 'digelar', 'tanggal', 'mei', 'kota', 'pilih', 'kota', 'nonton', 'bestie', 'klo', 'akoh', 'pengen', 'solo', 'banget', 'gak', 'nonton', 'bola', 'stadion', 'manahan', 'bangga', 'pokoke', 'negera', 'tuan', 'rumah', 'indonesiasiap']",piala digelar tanggal mei kota pilih kota nonton bestie klo akoh pengen solo banget gak nonton bola stadion manahan bangga pokoke negera tuan rumah indonesiasiap
awanmalangit,2023-02-27 13:00:25+00:00,"Gaiis gaiiis, siapa nih yang juga sudah nggak sabar untuk menonton perhelatan Piala Dunia U-20 FIFA?

Sepertinya banyak nih yang sudah nggak sabar, apalagi perhelatan kali ini akan digelar di Indonesia. Kita menjadi Tuan Rumah dan #IndonesiaSiapU20 https://t.co/TzpQB9z8md",Gaiis gaiiis siapa nih yang juga sudah nggak sabar untuk menonton perhelatan Piala Dunia FIFA Sepertinya banyak nih yang sudah nggak sabar apalagi perhelatan kali ini akan digelar di Indonesia Kita menjadi Tuan Rumah dan IndonesiaSiap,"['Gaiis', 'gaiiis', 'siapa', 'ini', 'yang', 'juga', 'sudah', 'tidak', 'sabar', 'untuk', 'menonton', 'perhelatan', 'Piala', 'Dunia', 'FIFA', 'Sepertinya', 'banyak', 'ini', 'yang', 'sudah', 'tidak', 'sabar', 'apalagi', 'perhelatan', 'kali', 'ini', 'akan', 'digelar', 'di', 'Indonesia', 'Kita', 'menjadi', 'Tuan', 'Rumah', 'dan', 'IndonesiaSiap']","['gaiis', 'gaiiis', 'siapa', 'ini', 'yang', 'juga', 'sudah', 'tidak', 'sabar', 'untuk', 'menonton', 'perhelatan', 'piala', 'dunia', 'fifa', 'sepertinya', 'banyak', 'ini', 'yang', 'sudah', 'tidak', 'sabar', 'apalagi', 'perhelatan', 'kali', 'ini', 'akan', 'digelar', 'di', 'indonesia', 'kita', 'menjadi', 'tuan', 'rumah', 'dan', 'indonesiasiap']","['gaiis', 'gaiiis', 'sabar', 'menonton', 'perhelatan', 'piala', 'fifa', 'sabar', 'perhelatan', 'digelar', 'indonesia', 'tuan', 'rumah', 'indonesiasiap']",gaiis gaiiis sabar menonton perhelatan piala fifa sabar perhelatan digelar indonesia tuan rumah indonesiasiap
yuliastuti8721,2023-02-27 13:00:18+00:00,"Wah ternyata Piala Dunia U-20 atau FIFA U-20 World Cup 2023
Yang menggaet bakat² anak muda di dunia persepakbolaan
Dan Indonesia menjadi tuan rumah tuk pertama kalinya lho bestie
Go Indobesia 💪

#IndonesiaSiapU20 https://t.co/MmwWrNqyi1",Wah ternyata Piala Dunia atau FIFA World Cup  Yang menggaet bakat anak muda di dunia persepakbolaan Dan Indonesia menjadi tuan rumah tuk pertama kalinya lho bestie Go Indobesia IndonesiaSiap,"['Wah', 'ternyata', 'Piala', 'Dunia', 'atau', 'FIFA', 'World', 'Cup', 'Yang', 'menggaet', 'bakat', 'anak', 'muda', 'di', 'dunia', 'persepakbolaan', 'Dan', 'Indonesia', 'menjadi', 'tuan', 'rumah', 'tuk', 'pertama', 'kalinya', 'lho', 'bestie', 'Go', 'Indobesia', 'IndonesiaSiap']","['wah', 'ternyata', 'piala', 'dunia', 'atau', 'fifa', 'world', 'cup', 'yang', 'menggaet', 'bakat', 'anak', 'muda', 'di', 'dunia', 'persepakbolaan', 'dan', 'indonesia', 'menjadi', 'tuan', 'rumah', 'tuk', 'pertama', 'kalinya', 'lho', 'bestie', 'go', 'indobesia', 'indonesiasiap']","['piala', 'fifa', 'world', 'menggaet', 'bakat', 'anak', 'muda', 'persepakbolaan', 'indonesia', 'tuan', 'rumah', 'kalinya', 'bestie', 'go', 'indobesia', 'indonesiasiap']",piala fifa world menggaet bakat anak muda persepakbolaan indonesia tuan rumah kalinya bestie go indobesia indonesiasiap
